id	words	Self-fulfill	Appreciating Beauty	Social Relation	Health	Ambition & Ability	Finance
B00KMRGF28_314_APXO9NLLX6Q8X:0	7	0	0	0	0	1	0
B00KMRGF28_314_APXO9NLLX6Q8X:1	9	0	0	0	0	1	0
B00KMRGF28_316_A3L8EIJHMTXINF:0	5	0	0	0	0	1	1
B00KMRGF28_31_AQRNSQCH3NRA5:0	9	1	0	0	0	0	1
B00KMRGF28_331_A3LXQO6K4ZK6O6:0	14	0	0	0	0	1	0
B00KMRGF28_331_A3LXQO6K4ZK6O6:1	8	1	0	0	0	1	0
B00KMRGF28_331_A3LXQO6K4ZK6O6:2	6	1	0	0	0	0	1
B00KMRGF28_335_A1FNSDXR0J2ITC:4	8	1	0	0	0	0	1
B00KMRGF28_341_A23O6JB0TUPOJG:1	7	0	0	0	0	1	0
B00KMRGF28_341_A23O6JB0TUPOJG:3	14	0	0	0	0	0	0
B00KMRGF28_349_AHASB3H3S2SRN:2	6	0	0	0	0	0	1
B00KMRGF28_349_AHASB3H3S2SRN:3	7	0	1	0	0	0	0
B00KMRGF28_349_AHASB3H3S2SRN:5	9	1	0	0	0	0	1
B00KMRGF28_361_A2ZAFMJE8NXOWA:0	13	0	0	0	0	1	1
B00KMRGF28_365_A2PNKW6SVO157M:0	8	0	0	0	0	0	1
B00KMRGF28_374_AS24VWQPFK1HB:0	16	1	1	0	0	1	0
B00KMRGF28_374_AS24VWQPFK1HB:10	13	0	1	0	1	0	0
B00KMRGF28_374_AS24VWQPFK1HB:11	16	0	0	0	0	1	0
B00KMRGF28_374_AS24VWQPFK1HB:2	14	0	0	0	0	1	0
B00KMRGF28_374_AS24VWQPFK1HB:3	18	0	0	0	0	0	0
B00KMRGF28_374_AS24VWQPFK1HB:8	5	0	0	0	0	1	0
B00KMRGF28_380_A3NKFNBLS4N4RJ:0	18	0	1	0	0	1	0
B00KMRGF28_386_A1QTE23J88FVZX:2	7	1	0	0	0	0	0
B00KMRGF28_387_A2CWJW76X1NX01:0	8	0	1	0	0	0	0
B00KMRGF28_389_A39AJESZOC4H6J:4	14	1	0	0	0	0	1
B00KMRGF28_396_A3L1L2X4G6Y5UK:0	5	0	1	0	0	1	0
B00KMRGF28_47_A1K5HRS73WO4T6:0	5	0	0	0	0	1	0
B00KMRGF28_54_A3ODG9PLY4Z27Y:3	6	1	0	0	0	1	0
B00KMRGF28_78_AX6U6FG5HD88L:6	6	0	0	0	0	0	1
B00KMRGF28_78_AX6U6FG5HD88L:7	7	0	0	0	0	0	0
B00KMRGF28_78_AX6U6FG5HD88L:8	16	0	1	0	0	1	0
B00KMRGF28_96_A17B83D5U1E5W2:0	8	0	0	0	0	0	1
B00KMRGF28_96_A17B83D5U1E5W2:4	14	0	0	0	0	0	0
B00KMRGF28_97_A2F819YX0XJ5Y1:1	11	1	0	0	0	0	1
B00KMRGF28_98_A1YYZDBT4D9GEA:1	12	0	1	0	0	0	0
